,song,artist,release_date,duration_ms,lyric,minutes,unique word count,unique word count per minute
1215,Cut Jugular,K-Rino,2019-01-25,217026.0,just lean your throat down just lean it down a little right there ok lets go little bit more little bit more i cant get the right angle fracture autoimmune systems for crooning all of those wack tunes the human vacuum that can snatch you from the backroom jack the moon and pass it down as a family heirloom more savage than the offspring of a baboon and a raccoon cautions and red alerts my head will work to make a better verse at well over a million megahertz gaze into the crystal ball and youll see the rage and the vitriol i had when i smashed his face against the wall murder so swift i dont remember it news travels so quickly that it was on the internet before i finished it lieutenant of the printed word syndicate with venom that was meant to heal the sick and the invalid what listener can resist the type of viciousness that this mouth spits twist you and mix you in a fight until we switch outfits my power source is in the ocean it sits afloat controlled by a big remote the size of a fishing boat you wish and hope that i dont fry your entire infrastructure and really cut ya the second that you step up to me your achilles ruptures i sow seeds of animosity that grow anger my clothes be floating in the closet with no hanger plotting revenge i dont got to pretend when i write shell cases pop outta my pen im an autobot with impressive harder shots in my message walking around wearing a live water moccasin necklace my records got you scared straight as a fed case cut through the red tape and make the whole universe jump with a head fake running hard fast lines with numbers so gaudy that my hundred yard dash time is faster than my forty the neighbors be calling in law enforcement to my apartment when they heard me and my folder at four in the morning arguing heinous deranged doctor ill watch ya and get my aim proper dangerous gamedropper experimental brainswapper infectious lectures expressions of dialectic objections that seizes questions and redirects your perceptions i free arrested aggression to feed pedestrians thespians with no discretion then add em to my shredding collection how i produce i know i couldnt show you cause im even hesitant to approach the quotable regions i go to the ride through the thought odyssey the process of cognitive photography advance electroencephalography elite dominant rhyming anomaly with transformative properties so ill become anyone i decide to be words leak from the beat so unbelievably that when i lay down for the evening my pillow dont even want to sleep with me my classic heat is magically distributed head capacity so vast that people asking me to lease it out and live in it breaking your good arm hunting necks to put my foot on i wear a suit that takes a month and a half to put on every moment is surgical thats personal when i get in a certain mood you better start thanking me if im hurting you no clinches or flaws in any part of my text because all of my thoughts are preset to auto correct and its crushing my force is indestructible for disrupting my nuptials i might run up to you cussing and throw a truck at you and you wont know what to do when im busting you my roughest stuff is used by drug abusing fools as opioid substitutes exhibit no sympathy like a killer be born with next degree artillery eerily swarm peripheries rappers insidiously act with duplicity while i sit blissfully listening to the spirits whispering distantly but if you trigger me it could be slippery my prolific written efficiency is strictly godgiven not serendipity killing complicitly critics typically disagree in the middle of,3.6171,391,108.09764728650023
3483,Microphone Murderer,The Notorious B.I.G.,2009-01-13,124280.0,a whole lotta niggas want big to make a demo tape specially that bumass nigga uhh this goin out to you nigga recognize yo 50 whats this microphone murderer mass mayhem maker bigs on the mic call the undertaker make an appointment schedule a interview because you know what big mans about to do 50 gran on the technic at the right peak brothers wanna hear the words big man speak the microphone  im rippin the burner got the clip in slammin mcs like scottie pippen flippin on old gold cold as the rhymes you stole puffin on dime bags and i been told my words are harder than a brick chinese arithmetic a thick stick and my dick makes me sick when you pick the whickwhack rhyme g you get what you pumpin is tictac time z big moves swifter than a ninja even on stickups im the masked avenger keep my eyes open and the case closed no eyewitnesses no names are exposed just the heavyset one with the big gun and a sweet tongue shakin down everyone loot like michael jackson kicks like bo jackson benz like freddie jackson no need to ask in the crew oooh no frontin no fakin moves fightin or fuckin resort to the stick and move smack the fool that disagree recognize the pedigree rhyme is mine cause i said its me step to a big man grippin the mic stand keep a bankroll and so do 50 gran and i give you my hand cause you deserve a pound tryin to blow up the spot in my part of town braves because you get no praise i treat you like a derelict with aids recognize i dont fuck with the st ides big down with ogb old gold brothers for the others that missed me the crew stay deep on bedford and quincy rhymes in the pocket for a quick hand to hand you want it to be on theres a tec in the garbage can i pull bitches like kim fields brooke shields shelley long connie chung i can go on and on word is bond im a don i split em and run up in em i fuck em and then i duck em i hit em in the shitter and forget her and it gets better big are the letters niggas know the pedi,2.0713333333333335,224,108.14290312198261
84,260,Ghostface Killah,1996,166840.0,cat i got to take him off of here thats right i got to take him off of here cause theres only one and thats me you understand fore all that fighting you understand that sucka think he good that sucka think he can whoop me and i know he cant whoop me i ay boy the nigga whole style is chump you understand let me get mines first then after i get mines you can do what you want to do yeah scandalous yeah miraculous the arsonists yo kicked down the door in the spot 260 2l i heard they had os for sale i heard the same shit money drive a burgundy whip keep a low fade license plates engraved paid wheres the cat from think hes from new jerusalem pretty rick did his thing for him but he was using him boss suns younger physical you know the god he go with tip the one who called lover of god why equality self i know the master allah now its time to get the god u and blow like mines but on the low i heard he got born original sent back in a drivethrough kentucky fried shot up his ac we got to get him dunn aliens is snatching our bread ufos moving in with bigger plans than feds yo knock on daddyos door get the scope hes not home he took ishmael to park slope there go the the dreads yo swindle two bags of that skunk that get you crashed out had you laid out like bums peace kiana whats up with your girlfriend wanda she drive a cream honda with legs like jane fonda i just left her she took regine to pathmark then jetted to canal to get her man some clarks she should be back in ninety minutes ghostface god forbid she safe bcw was watching the kids two hours later scheming like deniro in casino son better have more coke than al pacino kiana aint telling no lies last year she did a sting and a half with tymeek bought him a aircraft but anyway yo daddyo home we need the shotties nidow when we get back throw you a thidou later that night stay mesmerized yo go get the green 5 meet you on the corner of now why you ready you got the ej and the machete we going upstairs i hope one nigga is heavy we walked in both of us looked like terrorists masks on second floor dun yo i handle this kick in the crib the whole shit looked graphical natural fucking a white bitch actual fiends chanting do your thing chef handle it i shot him in the neck it ricocheted and hit carolyn ran to the back analyzing much disguising surprise is coming in their eyes and tranquilizing bugging throwing the twin cousins at his nugget fuck it meet shottie waddy slug body hobby where the drugs where the ounces you be bouncing fake cats announcing on the block you lounging where the blow at i aint got shit stop fronting come here valerie you know the god he need a salary put down the pipe heres two tickets to a coke gallery,2.780666666666667,301,108.24742268041237
5457,The Tugboat Complex Pt. 3,Aesop Rock,2001-09-18,226626.0,i could make em all dance or i can sleep i can walk with a limp and make your step feel incomplete people are made of match sticks life is bred of flames noted the craft work bore the last smirk of the damien mainframe my boxcar siphons third rail juice from lost poets inhabit ocean bottom with a bin of rotten scapegoat pardons note to self dont bargain at martyr parliament rallies where participants squeeze in last giggle then widdle sacrificial finales i can tie my bootlaces alone save the knee deep offerings sorta brings you coughing bunk persona to light i might build antimalignant railroads find you and lay tracks adjacent just to scream fuck off as the engine pulls out the station what should we do with a thousand drunken sailors kill em all locate their family address release a mailer i spin gold he bats a dirty lash toward the nursery class act impressionable bubble man huddles make us look like cool peeps and im trying to school sheep toward the right idea see ya this basic divine subsidiary buffs gunner syllable logic fold origami plantation shut does this picket fence hang on to your dreams kitten youll probably never hear this song let alone sip the mission long enough to listen okay ive died a thousand and ill die a thousand more i leave footprints in fours two for bipeds two more to break the door you can practically caress the utterings of crushed by drudgery brothers and sisters mothering stickler cabinet mad and shit ill fix your wing for a penny and a parable yeah but this friendship sunk with a barrel full of tarots pulled snake eyes harbor bad shiners then wonder why the cauldron sitting at the their rainbows ending rocks garbage bag liners i sat to breathe adam and even without the apple seeds useless bashful boredom crafts a castle out of toothpicks i breathed too hard nearly metamorph castle loose pins now i stand to breath as not to disturb the plumage and i know that sob story it no longer turns my stomach hollering wolf in the form of one frustrated culprit caught a love tap full of washed up stardom melted trying to milk it win a ticket to ride white lines highway sideways knelt it smelt it one love to the rungs in my ladder one love to the gathering of laughter baths that hung from my rafters see the jackal met the badger they were both such fucking bad asses that clashing wouldnt make sense now i aint gonna name names and i aint gonna drag others in but i aint about to say that im the only catch you got bubbling youre lucky somehow youve managed to befriend some good people who will sit and soak the evils you secrete but why im not really sure oh wait thats right you discovered me right offered up the peace pipe then oh its all cotton candy when aesop rocked a bline hes acting foolish left in the middle of laying bricks oh and for the record ive been rhyming since me and andre thought we could freestyle built foundation out passion and brothers dusty tascam studied dope rappers vocab expansion poems syllable placement you just mad because somewhere in there you came and went dismissed it as casually noncompatible and bounced obtained status where i could straight objectively critique your after projects like oh that sounds fresh or damn that shit is garbage what happened im not even laughing yeah but the barriers were broken you choked a few comments to the wrong vulcan who out of respect and honor leaked your program now like were both trying to sit and breathe another dawn so my advice,3.7771,409,108.2841333298033
1189,Cross the Border Freestyle,Stack Bundles,2019-06-11,259279.0,volume three not guilty drastic measurez yo uhhuh dinero came out flooded earlobes studded hood nigga all up in the jump all stunted hopped out the x5 marks in style showin off hollywood red carpet style stick up kids dont think my guards is down i wasnt a target then im not a target now heres a message for you and your partners clown get hype i got guns thatll calm you down try and sneak attack end up on the floor where my sneakers at catch us vip where the licks and the reefers at ballers ballettes niggas and senoritas at thrown shots of bacardi henny and tequila back even to the club i gotta carry the chrome get drunk til somebody gotta carry me home wake up with a bad mami after we bone and of course i wear condoms im accident prone escape with my niggas to exchange in the ford i bet these broads never seen a whip with so many doors look like a high chair sittin on them five times fours the inside look like a living room mahogany floors shorties all over like a sweat in the meccas even cop holes i call them the head detectors they treat us like popstars brains in the swat car chokin on the dick like uh uh plus im billingual quiero chocha ma not one chick told the kid no uhuh im the best thing to happen since soap operas thats why they pullin on my clothes like dont go papa its nothin for the kid to cop mjs and chains but id rather cop them things and cock them things superstar man i pop them things leave brains on the dashboard and the windshield of your range yall niggas is broke your fake ice dont fool me i got shirts that cost more than your jewelry flip a few os drop gs on coochies thats why the groupies screw me in the movies yall niggas still got rollerblades im in the big body somethin on rollin blades in the trunk is the gauge in the front two chickens big wheels rims eleven times two inches when i hit the club find two new bitches put two bottles of bellv in my belly bag em jam up then come to the telly then i make em say my name like beyonce and kelly and yall know the routine when im diggin em out 615 now im kickin em out dont get mad a couple hood niggas diggin your spouse its off my looks she dont care what im spittin about i like all my chicks talented sick with the mouth down to get crunk whenever grass thick in the house me and d hoppin out the six lookin crisp man watch look like an ice tray with a wristband two hands mickey mouse sit on my stomach small faces in my pocket cause i been had hundreds and yall know im holdin a mini microwave oven with the dumdums in case niggas feel like thumbin but i stashed the ratchet dipped in the latest fashion red bandana on brratin ask and ill show you what im packin poppin not flashin fuck beefin though im tryna see what im smashin when i leave hatin ass bastards be askin yo how that fat nigga leave with that bad bitch cause they love drastic d domination don v superstar and thats it this a wrap bitch the name stack bundles hoes call me money a lotta she aint come home that mean your main honey i got her in the back of the pt cruiser legs up hand out the window finger at you slacker losers know cats like to act so i pack the ruger my team them same niggas slung captions to you now we young gs gettin money south and north with the snowy white stuff movin back and forth heres a jewel for you faggots who be mouthin off you better save that last breath for later aint no comin back to life when your ass on that respirator mom sad but shell be glad you restin later i done took a young wild one off the street i lift you off your feet when i pop the heat you in a better place now your bitch givin better face now she lickin lower than the waist now and im still g walkin nigga i stopped dancin sick pair of custom yards yellow vintage tryna find a dime to face me off and leave nut round her mouth like tartar sauce believe me stacks the boss i call the shots never cop from jimmy jazz only bald spots player blowin gs in macys i never thought it and if it came from sds a bitch brought it im a beast ass baller with a vast contract sacks not blower sixes hot thrower your bitch love stack she top me like i know her and since rap the chain been rocky like balboa and im lookin for some mamis to cross the border with some snowy white stuff in a fashionable order strap pies to her thighs and walk through customs straight ride for a gangster knowin they might bust em six four austinhealey is how i crush em young g flossin daily cause its nothin they dont know about the cross the border freestyles and all that the grits stack yall faggot ass niggas cant see me,4.321316666666666,468,108.30032513238636
927,Can I Roll,Jay Rock,2010-07-20,129013.0,riding in my chevy 66 to be exact pussy wet paint got the rims to match old school lac sitting on the white walls pull up hop out while she drop drawers hol up take a look at my wheels they wonder how i fit sixes on a chevy chevelle easy got a 454 on the hood line it up if your car go fast as it should slow it down hit switches till im breaking the frame in the regal three wheelin it switchin them lanes aint nothin change but the interior in my lincoln turn on the ac kush got the whole car stinkin high creeping call up in that glass house turn on my 4 15s and then i stab out bitches love it when the tops down jay rock roll king in my compound i got that 64 rack top in that glass house make the boppers turn they head once i pull them chevys out its something mental its monumental i know thats why they screaming can i roll on a 105 me and my niggas trailin switching lanes whippin that 10 before 7 thats 650 hop in the chevy silverado big truck driving big glocs aside me 2010 maro radley stripes 180 on the dash chrome on the pipes yeah in that challenger i ride like a star bad bitch ride shotgun lickin my balls she dont want the hotel she wanna fuck in the car so we in the backseat while im up in her walls whoa dont get it twisted still dippin the on vogues what nigga im no joke i got that 64 rack top in that glass house make the boppers turn they head once i pull them chevys out its something mental its monumental i know thats why they screaming can i roll yeah young baller on a budget prolly frontin rock lemme borrow the cutlass i swear the hoes will think im stuntin like the daredevil you know the real thick ones preferably high yellow ill bring it back in one piece my nig cuz you know what they be sayin in the streets my nig them top dog mofuckas they be doin it big like fuckin bad bitches but i aint that with it they better check my statistics had the hubcaps missin on a bucket now i pull up to the club in something on sixes hop out the back seat they on my dick in a instant like can we roll absoul no asshole ha and i might be in that old school with a atrack still in it the speakers still kickin like bad breath who wanna cross paths next pay attention fresh paint altoid mintcondition,2.1502166666666667,233,108.36117290505608
441,Ayesha Says (Intro),Lupe Fiasco,2012-09-25,116826.0,hijabs hoodies afros locks teddy bear liquor bottle shrines rocks tanks prayer rugs church pews mexican corn stands blood sweat and tears police batons gas masks and bullets create graffiti on corners murals that salute freedom or death for liberty be it englewood or egypt bedstuy or baghdad syria or liberia the west bank or the west side of chicago where food and liquor stores still occupy the block while police and community watchmen justify why they shot emmit till and malice green rekia boyd and trayvon martin better not wear that hoodie while shopping for a carton or whatever they sellin in your food desert cause your soul is dessert and will be dissected and consumed on the fox evening news while we sing the blues the new jim crow caged bird sings cause hes tired of occupying his misery and of our marching he wanna fly to a higher consciousness but his school on academic probation they gave him medicine diagnosed him with a felony and mental retardation so he refuses to cease the firin nobodys hirin in illinois 67 is the new age when you retirin class lines have blurred those who used to have have not pensions bein snatched those who never have keep their hands stretched social services being cut sterilization clinics giving out pills to numb the womb young girls referring to their vaginas as tombs thinkin protests are temporary and trendy well rock a tshirt and carry a poster and two weeks later its back to normal but they say times are changin the revolution is becoming second nature causes are combining people carrying torches hope burning from their hands attaching explosive devices cause they keep stealing their lands in the name of freedom hijabs hoodies afros locks teddy bear liquor bottle shrines rocks tanks prayer rugs church pews mexican corn stands blood sweat and tears police batons,1.9471,211,108.36628832622874
2050,Gimmie My Respect,Lil Yachty,2018-10-19,108169.0,rollin in my pimpin aint no tellin what im finna do had to muhfuckin my beeper just abeepin so im takin a risk to drop off two turn the muhfuckin light off thats what i had to do keys in my lap  just in case these niggas stangin im scrapped bitch dont trip you can turn the headphones up cause im equipped with that pistol grip slime the whole gang slime pull up a sauna im fine reach in the bag grab the iron still rock the ice when im flyin uh if she aint fuckin she spyin niggas be hatin on gang really just sound like they cryin these niggas bit on the cap carl ripleys i think they lyin these old niggas gettin washed they can buy every new watch it still wouldnt buy em more time i pick the drip you get slimed huh dont make the gang do a crime huh get em on cam like a vine huh yeah rollin in my pimpin aint no tellin what im finna do yeah nigga you know what the fuck goin on nigga my beeper just abeepin so im takin a risk to drop off two niggas gon keep forgetting about who keys in my lap just in case these niggas stangin niggas gon keep forgetting about who goddamn started this muhfuckin new wave shit bruh im scrapped bitch dont trip cause im equipped with that pistol grip come on man give my respect bitch yeah smokin like hickory stay with the stick for the trickery pay my respect to keep taking the victories freddy went missin that shit was a mystery caught me a vibe yeah a negative energy dont be upset that i called you a minime keep me a uzi that shit be the minigun hunnid round clips pop it right in the tommy gun my niggas shoot they dont do the octagon yup spider drop out like decepticon right at your crib while youre eatin dinner dressed in a mask like its comiccon twelve came in the hotel room i like to sleep at the palms nut fill up to her gums all in her stomach like tums rollin in my pimpin aint no tellin what im finna do yeah yeah yeah i said what i said nigga my beeper just abeepin so im takin a risk to drop off two and im a eightfigure muhfuckin twentyone year old millionaire aint got no kids either keys in my lap just in case these niggas stangin aint no bitch gon trick me out my dollar im scrapped bitch dont trip cause im equipped with that pistol grip,1.8028166666666667,196,108.71876415608908
3030,King’s Disease,Nas,2020-08-21,111430.0,yeah hello ladies and gentlemen hitboy i made the fade famous the chain famous qb on my chest match the stainless amazing grace im gracefully aging without masonry i made more paper to play with no rap in my playlist sold dimes on my day shift so can i breathe can i walk can i speak can i talk can i floss without you wanting me outlined in chalk family gossiping pocket watching him jealousy keeps blossoming aint let it box me in cause you are not a king if you cant come out a thing that you got yourself in claiming nobody helping the stupidest part of africa produced blacks that started algebra proof facts imagine if you knew that as a child bruh nostalgia how i remember things remember crowns remember kings they want your reign to cease you a king you will be next to me doing your own king shit most definitely were so say less when i speak yall estrogen speak respected by kings only address me as chief invested in things only a vet would only lames front on kings thats expected from creeps you mad at my niggas and any woman with interest in me you couldve made it  look at all the time wasted now you gotta retract statements shoulda stuck to the basics all you had to do was tell the truth like fuck all the fake shit you should want every brother to make it out but brothers want trophies they troll for clout rap is weird weird flex but okay you aint as ill as you think you just okay you got pressed in the hood fix your jibs up im on top stop fighting it yo stop with the overrighteousness its so lame this media circus greedy and worthless my life got em tight why they wanna see me hurt up real kings everywhere stand up,1.8571666666666666,202,108.76783630979091
1072,Clipse of DOOM,Ghostface Killah,2006-01-01,189160.0,aiyyo turn those lights down while im recording matter fact yall niggas get the fuck out the room g straight up sipping on that bullshit budweiser nahmean yo what fuck you too nigga kind of pants you got on motherfucker capris bitch ass nigga go get ya feet done eat a dick nigga catch me in the 80s drop old school mercedes with a brand new baby glock right from my ladys sock with two bodies on it capricorn aquarius lost so much blood these bitch niggas in they periods they say i be living the role like pac in juice and only fuck with cute bitches that can fly and boost and they ears be chandeliers lit up like a lamp who cares they cooch is fierce the only thing loose is hairs thats right yall if a rap nigga say my name im a fight yall fuck a state light charge my predicate status irrelevant my man got the big rap sheet thats outweighing two elephants jumbo shits from new orleans players and pimps that bit off fiends quick switch with the hands powder blue wallys is dyed vanilla ballys is mean cant none of yall motherfuckers fuck with my team uh aiyyo we the live niggas holding heat on the street corners sic the beasts on you turn mothers to mourners money launderers neighborhood coroners place bodies in bags tango with dirty cash cocaine jacks kings of the hill out to blow like propane gas package the raw theodore we got the game on smash cause we cut from the same cloth big guns ready to bang off slide off the cables and take the rings off we hold the weight of four synagogues jellyd uptown in them beat down rented cars going mad wetting em milk cash heavy tecks hood rats sexing em paris crew little dudes please i was repping em niggas couldnt come through thats when the block was like wallpaper loved sticking niggas like crazy glue blackouts happened god forbid dont be around the bag lady will murk you and let off in the next town she struck two times get caught good luck blood it aint no heinz blow a hockey puck hole in the back of your spine she put two cut up mirrors in the place of your eyes so when the cops look they see theyselves they all gonna die its the tale of the crips and bloods pimps and thugs get your face bashed in on the concrete rug on that note im a say peace theodore word to darryl macks teeth yo ayo ill break every bone in your wrist smack you in the back of your head on the block while you holding your dick my semi they call it the crouching tiger a hundred bowls of total is trash because my lead eat through fibers peel your potato like oreida on the day of your death people had candles but couldnt find no lighter fuck your mural fuck your hood you aint a street legend like me blake carrington holding the dynasty i muffle motherfuckers up like meineke and write a thousand bar verse that all rhymes with e jewel thief shizzam bangles in the vault deep and cruising deserts mad heavy into salt treats im the taste in bushs mouth nasty afghanistan missions gun training in the grassy fatigues picking niggas off by the red sea,3.1526666666666667,343,108.79678578980757
232,A Visit With Larry Hoover,Geto Boys,1996-04-02,84866.0,i just be messin with these honkeys as usual because they aint worried about me they got me but they worried about the kids because the youth is more feisty now than it was and the cold game is what theyre doing now they done put the prisons on the open market you know its on the stock exchange big companies own prisons now they all got stock in prisonsmastercard smith barney these honkeys so cold out this way they dont wanna see me do nothing they wont even let my family make no money even with the ghetto prisoner clothing they wont even let my son my wife nobody do anythingthey messing with the clothing company theyve been going to the manufacturers their orders aint getting there on time no more since the government got involved with this case theyve been going to the stores retailers and telling them that they cant sell em theyve been stopping the kids here in chicago you know real ghetto boys wear ghetto prisoner gear we have to look in the inside of the geto boys album cover and order from there we gon order from there you know cause we gonna support that you know its political but see the mayor is scared of me yeah the mayor is scared of me becausethey gon lay you down and put a dick in your ass if you move your ass they consider you rebellious you know im moving my butt so they consider me a rebellious nigga see im telling these young boys to put them guns down and pick up that ballot you know right you know you can kill as many niggas as you want as long as you dont go to the polls right,1.4144333333333334,154,108.87752456814272
1687,Face Off,Tech N9ne,2021-10-08,219802.0,rumble they gon take yo face off spirit of a lion describes my soul give it up to zion then my fire grows wishing of a riot inside my lobe and my trippin is the highest when i fight my foes bip ima hit em with this you bout to get yo ass kicked my technique is so sick im bout to make the hit quick whole lotta muscle  you dont wanna be in a tussle better than me thats rubble you want trouble whats up though feelings hot to kill a top guerilla drop and kneel to pops i grilled the opp for real ya clock it yield and stop ya will is shot the deal was knock ya til ya plop i got the hell comin yo way you softer than a thing of yoplait never competitive with the better kid i go cray gonna be deaded because i fed it to the mo graves when you wake up in that wet blood aint no way you bout to get up how you know that i taxed yo ass cause you got the motherfuckin check stub always gonna have to pay costs when you steppin in my way boss when i build steel and you stay soft youre gonna punk out when we face off rumble they gon take your face off they gon rumble they gon take your face off they gon rumble they gon take yo face off they gon rumble they gon take yo face off they gon rumble there young man they rumble run up get a combo quickly help you understand but stay humble dont nobody wanna talk about the way of the world the weight of the worldll make em all crumble and i might stumble but i pick myself up brush myself off my thoughts of a goddamn boss i am at their neck like im malcolm x like im dr king like im cornel west like im huey p like im booker t like im rosa parks ima need my rest niggas know what im bout ill run up in yo house feet up all on your couch sock you right in your mouth i aint after no clout it could really go south im prepared to go to battle whenever there is a bout i am muhammad ali im payin the homage policy is to be honest i take it beyond it though i can relate to ebonics and really i hate to be ominous all of your hate is too obvious i am the hustle the muscle i play for the audience i am a gangster with knowledge if you wanna enter the ring i would hate to be opposite jab with the right jab with the left jab with the right now you got em all staggerin he gon come back with the right back with the left thats when you step to the side now dagger you gon be damned if you do damned if you dont bastard im like cassius my swagger it really dont matter pardon im hardened lawless the martian kickin that jargon rumble they gon take your face off they gon rumble they gon take your face off they gon rumble they gon take yo face off they gon rumble they gon take yo face off they gon barber cape off how im giving the fade based off the description i gave cut the game off im a street fighter beat the brakes off like the whip on the stage hand out ass whippings my plate haters ate off yeah get hitler a steak itll be chaos like an emerald chase when i face off in a nicolas cage yyyyeah im living in rage punch a pussy nigga like im fisting his babe i was sitting in the spital going mental doc had told me theyll forget me but they didnt i remember them days and i dont wanna be batman nigga im bane literally how the venom enters my veins since a little one killa really been sick in the brain and the more i think about it my life was twisted wait reminiscing on when mom and dad would wonder why they couldnt reach me like they didnt have my number fighting for my sanity i never had the hunger put a nigga underground quick thats a bunker shshock em like im masters brother better pick your battles busters halfway under hit more times than acupuncture when it comes to rumbling im afro thunder really it be funny when i kick it to you dummies how im grippin on the iron when im rhyming on the mic because it really will get bloody like im kicking it with buddies when i beat a nigga up like i was iron nigga mike i tell em they dont wanna tussle when im at em they gon drop bet you that he stumble when i jab him then i cross leave a nigga humble like damn when kenny dropped cause really we can rumble like jackie in the bronx we gon rumble they gon take your face off they gon rumble they gon take your face off they gon rumble they gon take yo face off they gon rumble they gon take yo face off its about drive its about power we stay hungry we devour put in the work put in the hours and take whats ours black and samoan in my veins my culture bangin with strange i change the game so whats my motherfuckin name what they gonna get though desecration defamation if you wanna bring it to the masses face to face now we escalatin when i have to put boots to asses mean on ya like a dream when im rumblin youre gonna scream mama so bring drama to the king brahma comin at ya with extreme mana thank you brother tech n9ne thank you teremana one take thats a wrap,3.6633666666666667,399,108.91620640394537
2745,Intro (Stakes is High),De La Soul,1996-07-02,155341.0,when i first heard criminal minded i was in damn where was i seventh grade battlin this other emcee smokin a blunt and drinkin a 40 down lower east side with my niggas i have no idea where i was it was so long ago i was on my way to a family reunion in a car on the long island expressway when i heard it rooseveltprojects i was in i was outside of church when i was really little and i was doing the wop with this girl red alert played one of the songs on the radio it was so long ago yo merce whats up this is hanson man i want you to peep that out yo kid i was at this party this hype party when i heard krs criminal minded ill call you back peace all right all right all right all right channeling in sync so my what brings that testament to cover twelve inches of funk flip like as if i was the dalek himself specializing in cleansing like the hits of ella fitz dove hits bibles out the park man dont even try to toss bleach im too dark and major more soul than james escapism de la soul is here to stay like racism hatchet know and imma put the pillow off the bed as i lurk up on your thoughts while phones on your head riff a tech pro flex sue running you the links scout weather pouring rain outta ducks survive links and if one winks for pink slips the slips are short dullminded as sperm to give out for the souls i report i sport too fly for the fortyounce drinker i sport too fly for a fortyounce thinker a fresh linen scent so sniffer on the twoinch a talker of the verb without weed influence so stick to you naughty by natures and your kane cause graffiti that i based upon the wax is insane grand groove i wish i had the flavor bid give me six bottles of beer i take the seventh one free i got the chandelier kick constructed by my man little elf big four gets the zootie for the self long island living what twelve oclock dawn jiggynot see me so i trip straight to your porches mr partymaker puts the boogers in your bottle straw it and drink what bees gotta bes cause i snort the crazycrazies man i kick the frankenstyle dig the bolts in my neck wreck ship boat rock heavy metal grooves aint the infinite here i hips to the hops im looking for the words in the faces of a prince that brother been down ever since soaked cheese and motor go smiling hey how ya doin now meet in front of big lous fighting hey yall reminisce six streets little miles straight to my avenue six streets went miles straight to my avenue im headed for the bigger e for the bitter oe not me heres my malibu child heres my malibu,2.5890166666666667,283,109.30790969544421
5770,Unplanned Parenthood,Busdriver,2002-09-24,103173.0,now during these hours is a ashanti mask as my body cast holding together these withered bones now my vineyards have grown but not as an apple orchard the branches are inward prone sprouting bashful portraits of this abused child who was conceived on a swivel chair by perfect strangers dressed like three little bears and mommys cervix as a manger cradling the crude fetus a nude jesus wearing a pair of shoes adidas doing windmills in a yolk sack when daddy plays the showdance i fought god when she willed my daughter in to existence pouring distilled water on the pistons of my hot rod fueled by youthful vigor and i saw it as a the collision of the earth and sun but it was extinguished with embryonic fluids in a squirt gun now dreading her teen years i go to job interviews wearing a shirt stained with baby vomit cleaning her ears with a cotton swab while were in an inner tube being towed by haileys comet ill put her first words in a safety deposit you can think that im irresponsible and unfit but my pooh bear wont leave mcdonalds with a full stomach i was  mommy had daddys dick fondled and i come quicker than a gieser of love i have to install the car seat before i drive the bus and i was like this weekend is mine whats with this runny nose what do you mean we cant go to the park the schools where all of our money goes her shirts already too small stop yelling im just a dumb man and our childs inherently good,1.71955,188,109.33092960367539
2353,Hip Hop Quotables,Ludacris,2003-01-01,189693.0,hi my names ludacris and im high as giraffe pussy and im close to the edge so your parents can come push me i curse so much just to get on they nerves i got kids actin a fool from the traps to the burbs my filthy mouth it wont fight cavities or beat plaque so i shot the tooth fairy and put my old teeth back i take a shit on the equator the size of a crater and make government officials breathe harder than darth vader its the chicken and the beer that makes luda keep rappin but no pork on my fork i dont even speak pig latin i go fishin on my lake with yo bitch as the bait plus i eat many mcs but i dont gain no weight the numba one chief rocka clean out yo rap lockers im as stiff as a board yall more shook than maracas but my trix aint for kids if you digum youll get smacked ill clock ya ill spring forward you fall back every album that i drop has got more than ten bangers thats cause im a shot caller yall fools is crank yankers aint a damn thing changed but the ice on my chain to get chicks from portland oregon to portland maine now i roll up torpedoes get blunted with rastas for a hefty fee im on your record like bob costas i own so many jerseys im a throwback mess i hit the cleaners and tell em i want a fullcourt press so momma toast your glass while im countin my cash cause every single is a smash im hot as a camels ass the competition never just wanna admit that they lost and that they last about as long as my part in the wash from yo car to a crap game no one rolls witchu one of minimes shoes got more sole than you so by the time you figure out why your record aint spinnin im in the strip club smokin with president clinton so stand clear of the long sideburns and goatee they made the mold of the penis enlarger off me ill be in another room when i hit from the back not to mention my refrigerators taller than shaq so yippie kay yay yippie yie yie yo if you cant swim dont smoke my hydro ive been lookin for a woman just to put my stamp on but a lot of yall are mo stuck up than tampons so wash all your sins away and stop playin if gods line is busy you might have to twoway him then catch me in your backyard playin croquet and when im drunk tell them kids drugs are bad mmmkay or watch me swing my chain at the roscoes off pico got seven cars get all my rims at chrome depot and people think im bad they say ooh hes so evil cause i go on blind dates with actual blind people but my albums out the store yours be on the shelf i heard you masturbate a lot so yall keep to yourself cause these women want a man that stay up and stay strong like the nba you gotta play hard or go home all that shit that yall talkin yall can pop it to them cause ludacrisll beat you down with a prosthetic limb i put my foot so deep in your ass that you can smell it and your breath will turn to foot locker water repellant im the man i got money far as the eyes can see and im in a group i split dough with me me and me so much money in my jewelry that im damn near sorry so ima trade my earrings in and get a ferrari i buy cars with straight cash have meetings with donald trump yall meet with honda no payments for twelve months take a look at yo life and no wonder you so sad,3.16155,346,109.43998987838243
